COUNTRY
,0,
Not a work day,1,
Allergic reaction to D-ribose,1,
Day 2 of D-ribose allergy,1,
Before final exam,1,
Symptoms made worse by activity,1,
event,1,
grumpy no reason,1,
yawning non stop,1,
sensitive to screens,1,
Possible cross-contamination,1,
risk of cross-contamination,1,
injection site reaction,1,
no stress as far as I can tell,1,
day after an open air concert,1,
Classes,1,
eye strain,1,
A & E,1,
3 and half years,1,
CT scan and mannitol,1,
up early - 10:45,1,
dead to start with but improved as the day went on,1,
worst reaction to the broth powder,1,
and better since dropping back the equ,1,
did a semi bath,1,
and kind of died,1,
18 and a half hours apparently,1,
and esther came over,1,
and did a bit of organizing,1,
also first day without the girls,1,
alone time,1,
not a bad day,1,
pulse was a bit low at ~90 bpm,1,
but a much much better day after that,1,
had a bit of a rest day,1,
then i can work on recovery,1,
argument with claire,1,
argued with claire,1,
2 cocktails,1,
completed assignment on time,1,
Possible LH surge,1,
New face products,1,
one cocktail,1,
no air conditioning,1,
might still be on the adrenaline run from christmas,1,
bit of a better day,1,
finger looked normal today,1,
after running on adrenaline since monday,1,
which is good,1,
and i seem to be able to stay up longer,1,
without any issues,1,
instead of just the 12 hrs then crashing,1,
but had a rest day today,1,
feeling better now after the last two days of blood moon hell,1,
finger still improving,1,
third day of arguing with Claire,1,
today was less intense than yesterday and the day before,1,
in every form,1,
for the 2nd time this year lol,1,
possibly lung-related,1,
headache seemed to get better after N,1,
bit of adrenaline from that,1,
might be getting a cold,1,
getting a new mouse soon,1,
was dizzy for the first half,1,
had to lie down more,1,
been there for about a day and a half,1,
and i made a pincushion,1,
had heat on it half the day,1,
also expecting the blood moon in the next day or two,1,
I DIED,1,
had a headache for a lot of today,1,
partly because i was dehydrated after a 16 hr sleep,1,
and did the tiny one in my room,1,
was fairly unsuccessful,1,
mostly only succeeded in getting stressed out,1,
but it only lasted a minute or so,1,
and ive had a headache on and off all day,1,
did a lot of cross stitch,1,
and some drawing,1,
was pretty dead for a bit after that,1,
but a bit better towards the end of it,1,
Point of life,1,
extra note,1,
in bed on time,1,
Able to work at the computer,1,
outside most of the day,1,
largely non-productive,1,
lost,1,
exhausted as predicted,1,
keeping positive,1,
new heart rate monitor in step counter,1,
very hard to move after day of work,1,
sex,1,
lots of gas,1,
napped a little bit on transport,1,
lots of energy used up,1,
barely left the house,1,
tons of people,1,
took anxiety meds and used new ear buds,1,
snooze = late to work,1,
Frustrated by lack of response by Boston Rheum,1,
left class early,1,
contact with parents,1,
up since 3am,1,
INR 2.3,1,
took inderal late,1,
very active aqua class,1,
All i could do to make it through work,1,
second stool 13h,1,
a night so late it was early,1,
class,1,
had to be fed,1,
cancelled 1 of 2 meetings,1,
drug reaction,1,
Made step target,1,
Took an exam,1,
no explanation,1,
Alone,1,
brain stutter,1,
up early,1,
away with the fairies,1,
random digestive system flare,1,
Lots of sodium,1,
Named characters,1,
There was a sale the market,1,
Was a good day,1,
Found a new app,1,
Looked at old photos,1,
In the car all day,1,
mostly bad at end of the day,1,
not a great day,1,
Stayed late at work a lot this week,1,
Not well fed,1,
Almost left work,1,
Found out about cancer reoccurrence,1,
Into the city,1,
Computer for many hours,1,
Lots of time on the computer,1,
lots of driving,1,
No major exercise,1,
IV fluids,1,
Had a sleep in,1,
need proper alone time,1,
sensory play,1,
Adam over,1,
no one in lab,1,
better than I was,1,
recovered,1,
napped several times,1,
excited for course,1,
Long shift at work,1,
No n,1,
total brain fog,1,
unable to focus,1,
isolated,1,
hair improved,1,
Worked in heat,1,
not a lot of physical activity,1,
Probably have some kind of bug,1,
over active,1,
Been at the island,1,
dose of adderall,1,
half full,1,
half empty,1,
able to work through problems,1,
no improvement,1,
Started Birth Control,1,
had kombucha,1,
Only 3am and the day is awful,1,
napped well,1,
before aa meeting,1,
Up at 9:40,1,
Non functional,1,
No poop,1,
early worktime,1,
no more alpha wave intrusion,1,
Spotting after sex,1,
long class,1,
same as always,1,
had a pint,1,
not in good mood,1,
No sex,1,
Argument with P,1,
Skype with C,1,
Met Aki,1,
Fight with P,1,
at odds,1,
maybe lost time,1,
Not been eating super well,1,
Not sleeping well,1,
Half disassociated,1,
Kind of relaxing,1,
Short walk with the dog,1,
Bed rest most of the day,1,
Was a chauffeur,1,
no facebook,1,
alone in the AD,1,
no class,1,
had class,1,
Worked a Double,1,
Exercised induced,1,
half cupcake,1,
exhaustion - in bed,1,
considered calling in,1,
no children,1,
Currently have a cold,1,
Alot of physical labor,1,
Sister in labor,1,
new e nodosum bump,1,
insufficient data,1,
Good start,1,
No sleep at all,1,
Two days spilling on self.,1,
Not good last few days,1,
Thought I was going to faint at work,1,
Could be alone,1,
could work for 1 hour,1,
Ativan in middle of night,1,
had more stamina for activities and people,1,
recovering,1,
No meds most of day,1,
Healthy,1,
Well,1,
Eye test,1,
Inadequate sex,1,
Silent,1,
had to rest,1,
solo shift,1,
Asked for extension,1,
late to class,1,
finished reading before class,1,
missed class,1,
late to be,1,
acting class,1,
uncomfortable for a few hours,1,
major change in weather,1,
Played outside,1,
Possible start of cold,1,
Major life change,1,
Exposure to cat,1,
frustrated with loss of abilities,1,
New place new allergies,1,
No ritalin,1,
In Boston,1,
Death of a student,1,
Drive to Boston,1,
liver test,1,
mother making lots of small jumps in decision making,1,
trigger points,1,
grumpy with the cat,1,
met a new cat,1,
less then 100 carbs,1,
first block on low back,1,
migraine to er for injection,1,
Feeling trapped in relationships with others,1,
No confidence,1,
late to bed & late to rise,1,
no train of thought,1,
possibly ovulation,1,
skipped class,1,
no tumor,1,
#,1,
full of pain as predicted,1,
lesion continuing,1,
red cord therapy,1,
Two small but urgent BM by noon,1,
No excercise,1,
find sally,1,
dentist - 2 cavities,1,
full body flare by lunch,1,
medium level migraine in AM,1,
aiming for easy day,1,
train w both dogs,1,
play w dogs,1,
drove 4 wheeler for an hr,1,
1.5 hr of hard manual labor,1,
show,1,
sat in the car for an hour or so,1,
ages before taken to loo,1,
out to a bar,1,
some minor withdrawal,1,
new years eve,1,
we,1,
Changed hepa,1,
lack of water,1,
screen time,1,
86 degrees,1,
no a/c in car,1,
drive to Toronto,1,
worked an overnight,1,
volunteer event,1,
applied for CF,1,
had CT,1,
class canceled,1,
good class,1,
2 x Burn,1,
non responsive dr,1,
cocktail,1,
some poo,1,
letter about results and scan,1,
argument with M,1,
have a stomach bug,1,
adjusted,1,
Activity after work,1,
stomach gurgly after stuffing,1,
time with horses,1,
still have hives,1,
needing alone time,1,
had a Reiki client,1,
brains good,1,
in bed most of day,1,
NDIS support in home,1,
time with Sam,1,
No NDIS Support,1,
time with mother,1,
SLOWDOWN like moving in slow motion - exhausting,1,
time difference,1,
state testing,1,
slept for most of the day,1,
IVIG first treatment,1,
IV,1,
out in the heat,1,
wisdom tooth out 2 days before,1,
arise,1,
Skype date,1,
outside 95 degrees,1,
irritated by constant sympotoms,1,
Worked non stop,1,
Sinus and oral surgery 4 days ago,1,
had a bath,1,
Still recovering from travel,1,
all take out food at random times,1,
two late nights in a row,1,
was organized for the week,1,
left work early after a few busy days,1,
missed out on family time,1,
but a 10 hr nap seems to have kicked it,1,
while i sat in the study and watched a movie,1,
Will describe later,1,
no obvious reactions,1,
dropped back to 1/8 x 2 eq,1,
had some very rough days there,1,
ivig 6,1,
maybe a bit out of alignment,1,
but i had a shower,1,
started bio c,1,
drop back after reaction last time,1,
same as last time,1,
super intense tachy,1,
attempted IVIG,1,
deleted some treatments from tracking,1,
and midodrine when i start it,1,
Taking leave of absence,1,
Ended the day on a sad note,1,
depressed eve,1,
lie in,1,
snowed in,1,
cosmetic mole removal,1,
thought about self injury,1,
solo activity,1,
Colin here,1,
had mini rests,1,
recorded an episode,1,
played game with the fam,1,
paced well,1,
an hour of admin,1,
time alone,1,
Eyes won't focus,1,
was in hospital,1,
No driving.,1,
Made step count,1,
5000 steps 3 daya in a row,1,
No rest time,1,
No driving in 4 days,1,
Short attention span,1,
driving + 4000 steps,1,
IBS all week severe,1,
Played pool,1,
worked a double shift,1,
motility test,1,
recovery from christmas,1,
half caffeine,1,
still some spotting,1,
over 80 degrees,1,
worked in class,1,
paused birth control,1,
PIP forms done today,1,
long sleep for most of the day,1,
lose of words,1,
wanted to be alone,1,
played with boys,1,
Ran for one hour,1,
Ari acting up,1,
no fluids via pump,1,
more accepting of endo,1,
changes in schedule,1,
found a cat,1,
reached out to IG community,1,
new alter active today,1,
took a drive with kenny,1,
not with mate,1,
saw the gp,1,
excessive screen time,1,
changed bedsheets,1,
called in to work,1,
first aid class,1,
tried cbd sugar gel for first time,1,
cat is being a jerk,1,
Into pharmacy alone,1,
Seen for head cold,1,
not left the house,1,
no cure,1,
find a cure,1,
starving for a cure,1,
mast cell,1,
bathed small child,1,
no bio mat,1,
off birth control,1,
productive for a few hours,1,
loaded in,1,
took gus out alone x2,1,
took gus out alone x3,1,
in center,1,
no life,1,
Back on track with GI,1,
All over the place,1,
Anxiety about adding CellCept,1,
hopeful in general about GI,1,
Relieved to have a little GI relief,1,
GI still holding,1,
Dreading travel and test,1,
MRI recovered,1,
Awaiting test results,1,
Reassured about GI and CellCept benefit,1,
no time to rest,1,
still waiting for cat test results,1,
discouraged about return and progression of hyponatremia,1,
mum to the rescue,1,
parent and child group,1,
played on ipad,1,
probably uti,1,
not a lot of food,1,
lots of,1,
being outside,1,
been to the GP,1,
drove to gp,1,
new human,1,
5 hours with breaks learning DNA SNPs,1,
raw skin feeling in a couple of places,1,
no communication,1,
finally unpacked case from canada,1,
almost passed out a few time,1,
floral class,1,
area 51,1,
v late sleeping pattern,1,
several hours of computer usage,1,
lack of focus,1,
completely out of it,1,
disrupted life,1,
more energy at end of day/evening,1,
last minute change of plans,1,
over active brain,1,
no aip,1,
inability to people,1,
had a stressful week,1,
made a change to medication,1,
on extended leave from work,1,
nuclear testing,1,
took a muscle relaxer,1,
had a meeting,1,
38 degrees,1,
salycilate challenge,1,
glutamates challenge,1,
being alone,1,
Hematoma on foot- had to be up early for Doppler,1,
Tried marijuana for the first time,1,
MM helped with panic attack,1,
Anna attempted suicide again,1,
Have 1 day to move,1,
one year with lydia,1,
not a lot of activity,1,
missing jazzy,1,
missed band concert,1,
dog poop in room,1,
Allergic reaction to aunts dog,1,
On computer for PLC time for 2+ hours consistently,1,
Too much for a single day,1,
Argument with Tim,1,
restriction,1,
2000 steps,1,
chicken show,1,
target,1,
This is the Kit gig,1,
Looking after boys,1,
met with Jo,1,
family over for bonfire,1,
christmas show,1,
fight with Alan,1,
extra B12 taken,1,
more sex,1,
3 year review,1,
annual family Christmas get together,1,
played with cats more today,1,
very minor organization of personal space,1,
partial clean of litter,1,
recovery reading,1,
time outside,1,
unknown allergen,1,
small errand,1,
post IV crash,1,
no compression hose early,1,
Called for help,1,
heart is racing,1,
Had a fall,1,
used TENS unit,1,
unexpected change in plans,1,
HIV test,1,
skipped group,1,
skipped event,1,
set up cam profiles,1,
nonbinary group,1,
name change hearing,1,
special event,1,
group classwork,1,
looked after dog,1,
To the store,1,
Tests,1,
had a lot of sugar,1,
Ugh slow start,1,
more energy than last two weeks,1,
possible ovulation,1,
took extra lor and melatonin,1,
done with humans,1,
Interacted with strangers,1,
good amount of self- work,1,
followed routine,1,
a little emo,1,
went to see a play,1,
no more period,1,
saw may & andi,1,
Worse in the car.,1,
Worse in the afternoon.,1,
Full of cold.,1,
worse in the car,1,
may be getting a cold,1,
was semi productive,1,
looking for another doctor to hel with hair loss,1,
Fate,1,
group,1,
had tests,1,
long classes,1,
had a breakdown,1,
failed an exam,1,
nauseous and nervous for a solid 2 hours today,1,
stressed about upcoming weeks and the rest of this semester,1,
added a bit of stress to say the least,1,
had a nice cup of tea though,1,
had 2 exams,1,
no running,1,
over it,1,
Had several showers,1,
Had extended period energetic sex,1,
presentation,1,
Brain not working well,1,
playing with dogs,1,
outside for an hour,1,
Played gross motor,1,
no apetite,1,
day of adventure and self care,1,
tried an exercise class,1,
mammogram & dental cleaning = no bueno,1,
fell and twisted ankle - not broken - MRI NEXT,1,
LONG COUPLE OF DAYS - TWO MIGRAINES BACK TO BACK,1,
First Epidermal of low back,1,
I feel like the meat tenderizer from the inside out,1,
starting to catch a cold -,1,
needed A nap after all of the running arround,1,
Now that was a lot of work,1,
anxiety for whole rest of the day for standing up Kim,1,
returned a couple of calls - but that was all I could do,1,
need nap and left alone,1,
still recovering from the wedding,1,
exhausted from heat and life,1,
nervous today - I will take less of the muscle relaxer prescribed to me for pain relief,1,
left over migraine - feels like I have been hit by a truck,1,
I have been losing a lot of hair for about the last three weeks - maybe due to meds,1,
good to get out of the house for a few hours,1,
no more driving - added depression homebound,1,
I have barely left my room for two weeks,1,
another cloudy day - another migraine,1,
not a good day,1,
left over today,1,
yet another migraine day,1,
in the dark with migraine,1,
dentist 1 new filling,1,
long day dealing with creditors,1,
been awake for two days,1,
ran a race,1,
took beta blocker late,1,
lots of steps,1,
yeast on accident,1,
full body flare,1,
pain not out of control,1,
5 large bms,1,
end of cold/flu,1,
cat brought present,1,
missed pool therapy,1,
crossfit competition,1,
bussed significant time,1,
interacted with children,1,
was social to the point of very tired,1,
frail and weak hands all day,1,
social to rhe point of very t,1,
out of it all day,1,
alone in the house,1,
no brain,1,
toxic ex,1,
canceled on date with JB,1,
played on ds,1,
New kitty,1,
Did the sex with kai,1,
Sorting,1,
made a mistake at work,1,
drove in a stressful situ,1,
drove in stressful situ,1,
made it to class,1,
time spent with the fam,1,
Took a few breaks,1,
good place,1,
called in,1,
1 load of laundry,1,
no twitter,1,
unable to control day,1,
no break,1,
pupils different sizes,1,
General,1,
inability to handle heat,1,
driving to PA,1,
driving from PA,1,
half term,1,
brief excercise,1,
exhausted from daily routine,1,
overcame anxiety to go to activity,1,
traveled 2+ hours to event,1,
Time with cats,1,
no parent time,1,
physiotherapy with Phil,1,
skype / call,1,
coffee outside in the sun in a cafe,1,
No sex today,1,
exposed to chemical scents,1,
concert,1,
false start,1,
reading for relaxation,1,
blockage found by osteopath,1,
call from Anna,1,
pre med dose x 2 of prednisone d/t bad reaction yesterday,1,
vs instable,1,
early drive,1,
pre med benadryl prior to iv fluids,1,
lots of rest,1,
dressing change,1,
IV line care,1,
No adderall,1,
possible mold exposure,1,
no thyroid hormone supp,1,
used right hand more than usual,1,
had alone time,1,
slept in,2,
slept 7 hours,2,
menstruating,2,
slept well,2,
slept a lot,2,
slept late,2,
slept all day,2,
slept ok,2,
slept long,2,
slept awful,2,
slept poorly,2,
slept fairly well,2,
Slept mostly,2,
slept through alarm,2,
accidentally slept 19 hrs,2,
slept 12 hours,2,
slept badly,2,
slept well again,2,
Slept 4+ hours,2,
Slept away from home,2,
Barely slept,2,
slept funny,2,
slept in car,2,
slept a long time yesterday,2,
slept in chair,2,
Slept 4 hours today,2,
Slept in amazing bed,2,
Slept little,2,
slept 11 hours,2,
slept 10 hours,2,
slept less,2,
Slept for ages,2,
Hardly Slept,2,
slept alone,2,
Slept during day,2,
slept in late,2,
slept not alone,2,
slept lots,2,
slept together,2,
slept in strange bed,2,
slept 16 hours,2,
slept 18 hours,2,
slept til one,2,
Slept too much,2,
slept in afternoon,2,
slept through the night,2,
slept forever,2,
slept with Timothy,2,
slept all afternoon,2,
slept outside,2,
slept til late,2,
slept but tired,2,
Slept late.,2,
slept 12+ hours,2,
slept too long,2,
slept horrible,2,
over slept,2,
slept on couch,2,
slept until 9,2,
slept till 10,2,
slept pretty well,2,
slept at mom and dads,2,
slept till midday,2,
slept until 2,2,
Slept hard,2,
Slept all day.,2,
slept 9 hours,2,
slept on floor,2,
slept very late,2,
slept through classes,2,
stayed indoors,2,
slept good,2,
slept qu badly,2,
slept until 12:30,2,
slept all night,2,
actually slept,2,
slept in spare room,2,
Slept vertically,2,
Slept extra,2,
slept past noon,2,
slept until noon,2,
slept a lot at weekend,2,
Slept ages,2,
slept in class,2,
slept at home,2,
Wrong about something,3,
hopeful,3,
Optimistic,3,
trouble thinking,3,
motivated,3,
unsettled,3,
Frustrating,3,
with friends,3,
confident,3,
friends,3,
sex dream,3,
saw friends,3,
new job tomorrow,3,
can't cope,3,
Anxious about work,3,
discouraged,3,
distracting work stuff,3,
fight,3,
felt rested,3,
overwhelmed,3,
feeling anxious about money,3,
don't care about anything,3,
Fight with husband,3,
Concerned,3,
At in-laws,3,
anxious about work tomorrow,3,
cant take my ill lifestyle,3,
no talking,3,
want to feel better,3,
doubt,3,
secrets,3,
burdened,3,
Feel needy,3,
Expressed my feelings,3,
Got frustrated with siblings,3,
Ended my friendship,3,
Feel empty,3,
Want to self harm,3,
Trying to forget,3,
had fun,3,
Feel good,3,
Felt good today,3,
want independence,3,
talked with friend,3,
worried about future,3,
worried about results,3,
anxious about email today,3,
Worried about uni,3,
Positive self talk,3,
Felt hungover,3,
talked to friend,3,
talked to stranger,3,
Disappointed in self,3,
felt better mentally today,3,
talked to new person,3,
Talked lots,3,
friends over,3,
struggling with people,3,
worried about unknown things,3,
work worries,3,
Easily frustrated,3,
Fighting with friends,3,
other people making me anxious,3,
Felt accomplished,3,
trying to organise things,3,
School trouble,3,
Fun with friends,3,
creative urge,3,
nagging mother,3,
thinking of good things,3,
no friends,3,
hanging with friends,3,
Saw parents,3,
MERCY job function,3,
trying,3,
Anxiety about everything,3,
Anxious about classes,3,
Worried about small things,3,
accomplished work social stuff,3,
Hiding,3,
Contemplate,3,
Awesome people,3,
Not doing self-care,3,
Worry,3,
Struggle,3,
Feeling overwhelmed,3,
cant get comfortable,3,
constantly uncomfortable,3,
rude internet,3,
money problems,3,
feel huge,3,
Saw abuser,3,
Missed protest,3,
Craft fair,3,
spoke to friends,3,
Worried about money,3,
uncomfortable chairs,3,
overwhelmed by responsibility,3,
up late talking to friends,3,
Talked to strangers,3,
felt generally awful,3,
feel atrocious,3,
feel good today,3,
feel rough today,3,
slightly worried,3,
uncomfortable mentally,3,
felt really good,3,
felt lost,3,
conflicted about going back home,3,
hate living,3,
good talk with husband,3,
feel accomplished,3,
talk therapy,3,
Difficulty talking,3,
feeling hopeful,3,
busy today,3,
talked to grandmother,3,
felt like dancing,3,
fighting,3,
losing things,3,
motivated say,3,
worried about Kt,3,
Helped friend move,3,
feel down,3,
felt unproductive,3,
felt productive,3,
struggling,3,
parents fighting,3,
Need friends,3,
felt drugged,3,
met friends,3,
imprisoned in my own home,3,
love life issues,3,
friends suck,3,
felt peaceful,3,
frustrated about work,3,
made money,3,
Feel more rested,3,
feeling everything and nothing,3,
Worried about sister,3,
new things anxiety,3,
felt sexy,3,
self harmed,3,
Holding my own,3,
frustrated with wife,3,
feel incompetent,3,
feeling good about myself,3,
surprise party,3,
worried about new doctor,3,
worried about family,3,
fought with loved ones,3,
feel unlovable,3,
feel unwanted,3,
saw friend,3,
Talking with my parents gives me anxiety,3,
needy friend,3,
Everyone depressed,3,
news meds not helping,3,
parents fought,3,
Did something mentally taxing,3,
thinking about work,3,
stressed about money,3,
medical worries,3,
Feel worried about my sister,3,
anxious about sickness meeting tomorrow,3,
Worried about changes to job,3,
Worried about worrying Mum and Dad,3,
Worried about my work,3,
self doubt,3,
plans tomorrow,3,
trying to keep mindful,3,
Anxious about money,3,
best friend,3,
confronted about trauma,3,
stressed with people talking,3,
curious,3,
missing my friends,3,
worried about grandparent,3,
argued with my husband,3,
mentally and emotionally exhausted,3,
laughed with friends today,3,
feeling forgetful today,3,
felt pretty productive,3,
Unsure,3,
Terrible focus,3,
talked to sister,3,
talked with parents,3,
missing social stuff,3,
non-stop talking,3,
finances are worrying me constantly,3,
life overwhelmed me today,3,
future worries,3,
hate people drivers,3,
physically needy,3,
seeing things,3,
Trying to ignore grief,3,
desire,3,
so mad and hurt by friends,3,
serious conversation,3,
feel acomplished,3,
Met new friends,3,
Anxious about food,3,
husband stressed,3,
Felt better,3,
wife not coping,3,
wife stressed,3,
difficult talking,3,
Super worried,3,
social thing,3,
empowered,3,
work friends,3,
struggling to eat,3,
difficult conversation,3,
felt blamed,3,
left sided pain,4,
Neck & shoulder tension,4,
On feet,4,
weak legs,4,
Left knee gave out twice,4,
Stiff back and neck,4,
weak joints,4,
bad knee day,4,
had pelvic PT,4,
Head and Chest Cold,4,
PT Knee Excercise,4,
left group,4,
Right side migraine,4,
Left side migraine,4,
left leg pain,4,
neck massage,4,
neck tension,4,
cut right index finger,4,
hip tightness in evening,4,
High heels,4,
left foot partly numb,4,
foot spasms both sides,4,
no right hand physio,4,
leg spasms both sides,4,
heavy limbs etc,4,
Found lump,4,
heavy head,4,
Eye Exam,4,
badly stubbed toe,4,
elbow getting worse,4,
subluxed my left hip a bit,4,
fingers & hand swelling,4,
intense joint pain in hands,4,
bleeding from rear,4,
fingers very painful,4,
toes very painful,4,
cervical instability,4,
leg cramp in the middle of the night,4,
Pain center and right lower side,4,
Additional abdominal pain on lower left,4,
Stiff neck,4,
Outing on feet,4,
First discovered breast lump left,4,
neck exercises,4,
Shoulder heat pad,4,
neck problems,4,
Left lower back pain,4,
Numb leg,4,
dropped shoulder,4,
Achy arms,4,
arm weakness R arm,4,
feeling crawling up my cervical spine,4,
Trained shoulders,4,
neck spams,4,
stiff back,4,
strain on shoulders,4,
chest and back day,4,
Shoulder day,4,
left knee pain on inside of knee,4,
new head pains,4,
Weird lump on my belly left side,4,
Main pain lower back and shoulders,4,
right foot pain,4,
right arm pain,4,
really painful knees,4,
hands tingle,4,
hot joints,4,
Fluid on knee,4,
Swollen Gland - Left side of neck,4,
very tingly feet and hands,4,
back pain mid to top,4,
Rolled Right Ankle,4,
right leg hurts to bear weight,4,
frustrated by leg,4,
ankle braces all day,4,
heel work,4,
strong rib pain on rt side,4,
neck circles trigger dizzy,4,
neck tight,4,
new leg exercises,4,
limbs felt heavy,4,
hands contracted,4,
laid on rt arm = mild swelling hand,4,
arm & neck severe pain,4,
little arm movements painful,4,
rt arm pain post-extension,4,
AM upper body flare,4,
rt knee and ankle and arm flares,4,
rt arm over-extension,4,
rt arm flare when walking,4,
inner rt ankle muscle pain,4,
rt wrist gave out,4,
hit left foot on tub,4,
high leg flare,4,
Pain in lower flank,4,
Left uni early,4,
neck and back massage,4,
right side numb,4,
right sided pelvic pain,4,
face and foot mask,4,
cyst on leg,4,
2 joints,4,
sat on coccyx pillow 1,4,
heavy legs,4,
left shoulder arm and wrist pain,4,
Numbness in arms,4,
left shoulder went in,4,
left side is fucked,4,
left shoulder is out,4,
left hip is out,4,
Right hand pain,4,
wrist stiff and very painful,4,
Breast tenderness & swelling,4,
swelling rt side,4,
on inner right arm above elbow,4,
right hip misaligned this morning,4,
left hip a bit misaligned,4,
behind eye pain,4,
muscle exhausted head to toe,4,
fell on knee,4,
Stomach pain left side,4,
right side neuropathy,4,
right side hurts lower again,4,
pain in rib area kept me awake,4,
pain on both sides chest today,4,
right wrist hurts,4,
left shoulder hurts more than its been,4,
right foor pain,4,
left upper arm pain,4,
hip popped in,4,
left knee was killing me,4,
right side headache,4,
spasm in back of ribs,4,
R big toe numbness,4,
Eczema on hands and eyes,4,
left arm pain,4,
lower back pain - flared up,4,
Head pain 7,4,
leg drag,4,
numb arms,4,
right leg and arm numb,4,
feet arr on fire,4,
cramping hand pain right & left,4,
chronic headaches left side,4,
knee pain right and left,4,
Left shoulder is killing me,4,
Frustrated with left shoulder,4,
Discouraged about shoulder,4,
lift assessment,4,
left handed,4,
numb arm,4,
Arm and hand pain,4,
tingly arm,4,
pain shoot down leg,4,
radiating pain down right leg,4,
legs and feet are killing me,4,
right side lower back very sore,4,
migraine left side,4,
back ache on lying down,4,
stomach pains on lying down,4,
uncomfortable heavy limbs,4,
heavy and painful limbs,4,
shoulder out,4,
Right ankle and foot pain,4,
joint paint in fingers right hand,4,
joint paint in both hands,4,
muscle pain in both arms upper and lower,4,
hip pain from running,4,
left eye pain,4,
right sided brain pain,4,
left sided brain pain,4,
head good,4,
sublux - left SI joint,4,
compression tights,4,
pain at base of skull,4,
pain on soles of feet,4,
numbness in left side,4,
pain below left rib,4,
hand swelling,4,
no bra,4,
left leg vibrations,4,
muscle ache in my right arm,4,
muscle pain in my left leg - particularly ankle,4,
very itchy sole of left foot,4,
swollen knee unable to walk much,4,
2 breast lumps on right,4,
neck massager,4,
possibly subluxed collarbone,4,
still cant move left shoulder,4,
shoulder still hurts to mo,4,
vibrating joints feeling,4,
abdominal pain on right side snd spanning to left,4,
pressure point tenderness,4,
stiff neck and back,4,
PT arm excercises,4,
MRI on ankle,4,
feels like needles from shoulders to hands and knees to feet,4,
cold sore on upper lip,4,
urgent care for right ankle,4,
right ankle broken in back - leaves me home bound,4,
ankle swollen twice as left ankle -,4,
right ankle hurts - need to wear boot more,4,
could not leave due to foot pain in right foot,4,
right side abdominal pain,4,
frontal head pressure,4,
pressure behind right eye,4,
numb left leg and foot,4,
right hand,4,
Contorted spine and/or hips,4,
knee problems continue,4,
lots of leg pain,4,
tight hips,4,
Finger swelling going away,4,
left side pain 8,4,
Left Flank Pain 10,4,
right side pain 8,4,
left leg numb,4,
neck instability,4,
right side stomach pain,4,
left side abdominal pain,4,
Arm surgery,4,
right shoulder pa,4,
nerve pinched in back,4,
tight neck,4,
supine position,4,
Crunches,4,
Leg raises,4,
ultrasound massage - shoulders,4,
extra achy joints,4,
head full,4,
neck swelling,4,
lower right pain,4,
lower left pain,4,
mast attack hips,4,
PT hands,4,
Tom had foot surgery,4,
pain in wrist from fluid aspiration,4,
dairy,5,
soda,5,
yogurt,5,
beer,5,
pudding,5,
crackers,5,
salad,5,
cookies,5,
cooked,5,
bread,5,
cheese,5,
grilled cheese,5,
chocolate,5,
soy,5,
candy,5,
pasta,5,
pizza,5,
soup,5,
porridge,5,
pork,5,
wine salami,5,
Soda crackers,5,
Soy Sauce,5,
pancakes,5,
butter,5,
beef soup,5,
beef stew,5,
toast,5,
veggie pizza,5,
french fries,5,
popcorn,5,
bacon,5,
peanuts,5,
baked,5,
Baked cake,5,
Fried food,5,
white sauce pizza,5,
salty snacks,5,
Cake,5,
Yoghurt,5,
Fried fish,5,
peanut butter,5,
canned vegetable beef soup,5,
fermented foods,5,
Meat,5,
Cider,5,
vegetables,5,
stew,5,
baked cookies,5,
vodka,5,
baked bread,5,
Grilled,5,
baked cakes,5,
sweets,5,
nausea,6,
Headache,6,
cramps,6,
Night sweats,6,
backache,6,
chills,6,
cramping,6,
dizziness,6,
Mild nausea,6,
palpitations,6,
constipation,6,
retching,6,
aches,6,
heartburn,6,
Breathlessness,6,
Vertigo,6,
Photophobia,6,
bloating,6,
stomachache,6,
vomiting,6,
malaise,6,
Sweats,6,
Indigestion,6,
throat nausea,6,
sweating,6,
anorexia,6,
palpitation,6,
severe nausea,6,
emesis,6,
headaches,6,
Superlong nap,7,
Daytime nap,7,
trouble eating,7,
quiet,7,
difficulty breathing,7,
awake,7,
napping,7,
can't stay awake,7,
feeling quiet,7,
fell back asleep unaware,7,
daytime rest,7,
nap,7,
Difficulty Waking,7,
hard falling asleep,7,
2 naps,7,
fell asleep 5am,7,
trouble falling asleep,7,
wake-up,7,
Difficulty sleeping,7,
Trouble sleeping,7,
took nap,7,
No daytime nap,7,
Fell asleep twice,7,
Can't fall asleep,7,
trouble breathing,7,
Nap episode,7,
Siesta,7,
Sleeping problems,7,
extreme sleeping,7,
Unwanted nap,7,
long nap,7,
hard time falling asleep,7,
took naps,7,
Trouble staying asleep,7,
difficulty staying awake,7,
Fell asleep early,7,
nightmare naps,7,
short nap,7,
good nap,7,
two naps,7,
fell asleep upset,7,
restless nap,7,
sleepless night,7,
asleep before 11pm,7,
fell asleep afternoon,7,
daytime appointments,7,
asleep at 3am,7,
wakeful,7,
long naps,7,
Difficultly sleeping,7,
fell asleep late,7,
daytime nap in chair,7,
difficult sleeping,7,
naps,7,
Bout Night,7,
Fell asleep at work,7,
sleeping pill,7,
Night Terror,7,
no napping,7,
