COUNTRY
,0,
stressed with people talking,3,
curious,3,
missing my friends,3,
worried about grandparent,3,
argued with my husband,3,
mentally and emotionally exhausted,3,
laughed with friends today,3,
feeling forgetful today,3,
felt pretty productive,3,
Unsure,3,
Terrible focus,3,
talked to sister,3,
talked with parents,3,
missing social stuff,3,
non-stop talking,3,
finances are worrying me constantly,3,
life overwhelmed me today,3,
future worries,3,
hate people drivers,3,
physically needy,3,
seeing things,3,
Trying to ignore grief,3,
desire,3,
so mad and hurt by friends,3,
serious conversation,3,
feel acomplished,3,
Met new friends,3,
Anxious about food,3,
husband stressed,3,
Felt better,3,
wife not coping,3,
wife stressed,3,
difficult talking,3,
Super worried,3,
social thing,3,
empowered,3,
work friends,3,
struggling to eat,3,
difficult conversation,3,
felt blamed,3,
left sided pain,4,
Neck & shoulder tension,4,
On feet,4,
weak legs,4,
Left knee gave out twice,4,
Stiff back and neck,4,
weak joints,4,
bad knee day,4,
had pelvic PT,4,
Head and Chest Cold,4,
PT Knee Excercise,4,
left group,4,
Right side migraine,4,
Left side migraine,4,
left leg pain,4,
neck massage,4,
neck tension,4,
cut right index finger,4,
hip tightness in evening,4,
High heels,4,
left foot partly numb,4,
foot spasms both sides,4,
no right hand physio,4,
leg spasms both sides,4,
heavy limbs etc,4,
Found lump,4,
heavy head,4,
Eye Exam,4,
badly stubbed toe,4,
elbow getting worse,4,
subluxed my left hip a bit,4,
fingers & hand swelling,4,
intense joint pain in hands,4,
bleeding from rear,4,
fingers very painful,4,
toes very painful,4,
cervical instability,4,
leg cramp in the middle of the night,4,
Pain center and right lower side,4,
Additional abdominal pain on lower left,4,
Stiff neck,4,
Outing on feet,4,
First discovered breast lump left,4,
neck exercises,4,
Shoulder heat pad,4,
neck problems,4,
Left lower back pain,4,
Numb leg,4,
dropped shoulder,4,
Achy arms,4,
arm weakness R arm,4,
feeling crawling up my cervical spine,4,
Trained shoulders,4,
neck spams,4,
stiff back,4,
strain on shoulders,4,
chest and back day,4,
Shoulder day,4,
left knee pain on inside of knee,4,
new head pains,4,
Weird lump on my belly left side,4,
Main pain lower back and shoulders,4,
right foot pain,4,
right arm pain,4,
really painful knees,4,
hands tingle,4,
hot joints,4,
Fluid on knee,4,
Swollen Gland - Left side of neck,4,
very tingly feet and hands,4,
back pain mid to top,4,
Rolled Right Ankle,4,
right leg hurts to bear weight,4,
frustrated by leg,4,
ankle braces all day,4,
heel work,4,
strong rib pain on rt side,4,
neck circles trigger dizzy,4,
neck tight,4,
new leg exercises,4,
limbs felt heavy,4,
hands contracted,4,
laid on rt arm = mild swelling hand,4,
arm & neck severe pain,4,
little arm movements painful,4,
rt arm pain post-extension,4,
AM upper body flare,4,
rt knee and ankle and arm flares,4,
rt arm over-extension,4,
rt arm flare when walking,4,
inner rt ankle muscle pain,4,
rt wrist gave out,4,
hit left foot on tub,4,
high leg flare,4,
Pain in lower flank,4,
Left uni early,4,
neck and back massage,4,
right side numb,4,
right sided pelvic pain,4,
face and foot mask,4,
cyst on leg,4,
2 joints,4,
sat on coccyx pillow 1,4,
heavy legs,4,
left shoulder arm and wrist pain,4,
Numbness in arms,4,
left shoulder went in,4,
left side is fucked,4,
left shoulder is out,4,
left hip is out,4,
Right hand pain,4,
wrist stiff and very painful,4,
Breast tenderness & swelling,4,
swelling rt side,4,
on inner right arm above elbow,4,
right hip misaligned this morning,4,
left hip a bit misaligned,4,
behind eye pain,4,
muscle exhausted head to toe,4,
fell on knee,4,
Stomach pain left side,4,
right side neuropathy,4,
right side hurts lower again,4,
pain in rib area kept me awake,4,
pain on both sides chest today,4,
right wrist hurts,4,
left shoulder hurts more than its been,4,
right foor pain,4,
left upper arm pain,4,
hip popped in,4,
left knee was killing me,4,
right side headache,4,
spasm in back of ribs,4,
R big toe numbness,4,
Eczema on hands and eyes,4,
left arm pain,4,
lower back pain - flared up,4,
Head pain 7,4,
leg drag,4,
numb arms,4,
right leg and arm numb,4,
feet arr on fire,4,
cramping hand pain right & left,4,
chronic headaches left side,4,
knee pain right and left,4,
Left shoulder is killing me,4,
Frustrated with left shoulder,4,
Discouraged about shoulder,4,
lift assessment,4,
left handed,4,
numb arm,4,
Arm and hand pain,4,
tingly arm,4,
pain shoot down leg,4,
radiating pain down right leg,4,
legs and feet are killing me,4,
right side lower back very sore,4,
migraine left side,4,
back ache on lying down,4,
stomach pains on lying down,4,
uncomfortable heavy limbs,4,
heavy and painful limbs,4,
shoulder out,4,
Right ankle and foot pain,4,
joint paint in fingers right hand,4,
joint paint in both hands,4,
muscle pain in both arms upper and lower,4,
hip pain from running,4,
left eye pain,4,
right sided brain pain,4,
left sided brain pain,4,
head good,4,
sublux - left SI joint,4,
compression tights,4,
pain at base of skull,4,
pain on soles of feet,4,
numbness in left side,4,
pain below left rib,4,
hand swelling,4,
no bra,4,
left leg vibrations,4,
muscle ache in my right arm,4,
muscle pain in my left leg - particularly ankle,4,
very itchy sole of left foot,4,
swollen knee unable to walk much,4,
2 breast lumps on right,4,
neck massager,4,
possibly subluxed collarbone,4,
still cant move left shoulder,4,
shoulder still hurts to mo,4,
vibrating joints feeling,4,
abdominal pain on right side snd spanning to left,4,
pressure point tenderness,4,
stiff neck and back,4,
PT arm excercises,4,
MRI on ankle,4,
feels like needles from shoulders to hands and knees to feet,4,
cold sore on upper lip,4,
urgent care for right ankle,4,
right ankle broken in back - leaves me home bound,4,
ankle swollen twice as left ankle -,4,
right ankle hurts - need to wear boot more,4,
could not leave due to foot pain in right foot,4,
right side abdominal pain,4,
frontal head pressure,4,
pressure behind right eye,4,
numb left leg and foot,4,
right hand,4,
Contorted spine and/or hips,4,
knee problems continue,4,
lots of leg pain,4,
tight hips,4,
Finger swelling going away,4,
left side pain 8,4,
Left Flank Pain 10,4,
right side pain 8,4,
left leg numb,4,
neck instability,4,
right side stomach pain,4,
left side abdominal pain,4,
Arm surgery,4,
right shoulder pa,4,
nerve pinched in back,4,
tight neck,4,
supine position,4,
Crunches,4,
Leg raises,4,
ultrasound massage - shoulders,4,
extra achy joints,4,
head full,4,
neck swelling,4,
lower right pain,4,
lower left pain,4,
mast attack hips,4,
PT hands,4,
Tom had foot surgery,4,
pain in wrist from fluid aspiration,4,
dairy,5,
soda,5,
yogurt,5,
beer,5,
pudding,5,
crackers,5,
salad,5,
cookies,5,
cooked,5,
bread,5,
cheese,5,
grilled cheese,5,
chocolate,5,
soy,5,
candy,5,
pasta,5,
pizza,5,
soup,5,
porridge,5,
pork,5,
wine salami,5,
Soda crackers,5,
Soy Sauce,5,
pancakes,5,
butter,5,
beef soup,5,
beef stew,5,
toast,5,
veggie pizza,5,
french fries,5,
popcorn,5,
bacon,5,
peanuts,5,
baked,5,
Baked cake,5,
Fried food,5,
white sauce pizza,5,
salty snacks,5,
Cake,5,
Yoghurt,5,
Fried fish,5,
peanut butter,5,
canned vegetable beef soup,5,
fermented foods,5,
Meat,5,
Cider,5,
vegetables,5,
stew,5,
baked cookies,5,
vodka,5,
baked bread,5,
Grilled,5,
baked cakes,5,
sweets,5,
nausea,6,
Headache,6,
cramps,6,
Night sweats,6,
backache,6,
chills,6,
cramping,6,
dizziness,6,
Mild nausea,6,
palpitations,6,
constipation,6,
retching,6,
aches,6,
heartburn,6,
Breathlessness,6,
Vertigo,6,
Photophobia,6,
bloating,6,
stomachache,6,
vomiting,6,
malaise,6,
Sweats,6,
Indigestion,6,
throat nausea,6,
sweating,6,
anorexia,6,
palpitation,6,
severe nausea,6,
emesis,6,
headaches,6,
Superlong nap,7,
Daytime nap,7,
trouble eating,7,
quiet,7,
difficulty breathing,7,
awake,7,
napping,7,
can't stay awake,7,
feeling quiet,7,
fell back asleep unaware,7,
daytime rest,7,
nap,7,
Difficulty Waking,7,
hard falling asleep,7,
2 naps,7,
fell asleep 5am,7,
trouble falling asleep,7,
wake-up,7,
Difficulty sleeping,7,
Trouble sleeping,7,
took nap,7,
No daytime nap,7,
Fell asleep twice,7,
Can't fall asleep,7,
trouble breathing,7,
Nap episode,7,
Siesta,7,
Sleeping problems,7,
extreme sleeping,7,
Unwanted nap,7,
long nap,7,
hard time falling asleep,7,
took naps,7,
Trouble staying asleep,7,
difficulty staying awake,7,
Fell asleep early,7,
nightmare naps,7,
short nap,7,
good nap,7,
two naps,7,
fell asleep upset,7,
restless nap,7,
sleepless night,7,
asleep before 11pm,7,
fell asleep afternoon,7,
daytime appointments,7,
asleep at 3am,7,
wakeful,7,
long naps,7,
Difficultly sleeping,7,
fell asleep late,7,
daytime nap in chair,7,
difficult sleeping,7,
naps,7,
Bout Night,7,
Fell asleep at work,7,
sleeping pill,7,
Night Terror,7,
no napping,7,
swings,7,
took forever falling asleep,7,
couldnt nap,7,
moderate housework,7,
multiple naps,7,
hard to fall asleep,7,
trouble waking,7,
serious trouble waking,7,
fatigued despite sleeping,7,
difficulty waking up,7,
falling asleep,7,
asleep,7,
Woke up past noon,8,
woke afternoon,8,
napped,8,
threw up,8,
vomited,8,
woke up late,8,
Woke Up With Alarm,8,
woke up early,8,
just woke up,8,
woke at noon thirty,8,
Waking up sweaty,8,
woke up with dry eye,8,
woke up without alarm,8,
woke up tired,8,
woke naturally,8,
woken by alarm,8,
woken,8,
woke easily,8,
Woke up too early,8,
Sister rudely woke me up,8,
woke early,8,
woke up alone,8,
Pain woke me up,8,
woke up frequently,8,
Woke up sweaty,8,
Woke up nauseous,8,
Woke in the night,8,
Woke up in pain,8,
Woke up with vertigo in night,8,
Woke a lot,8,
woke up on time,8,
Woken early,8,
woke up with pain,8,
woke up with migraine,8,
woke early went to bed before midnight,8,
woke up flaring,8,
woke up feeling smashed,8,
woke up legs weak,8,
woke up at high 9,8,
Woke up easily,8,
woke up last night,8,
woke up cold,8,
woke to alarm clock,8,
woke very early,8,
woke not rested,8,
woke up w/out headache,8,
woke up at 4PM,8,
woke up once,8,
woke 6am,8,
woke up earlier than planned,8,
sigh,8,
woke without feeling rested,8,
woken up,8,
Woke up anxious,8,
Postman woke me up early,8,
woke late,8,
woke up choking,8,
woke up very early,8,
woke up at 8,8,
woke up super hungry,8,
woke at 7am in pain,8,
Woke at 3am,8,
Woke at 730,8,
Woke up cramping,8,
woke up before 7 am,8,
woke up at 4 am,8,
woke up at 7:15,8,
bingo day and woke up late,8,
woke up energized,8,
woke up with a piercing migraine,8,
woke up with a horrible sore throat,8,
woke up a lot last night,8,
woke up at 2pm,8,
woke up at 1pm,8,
woke up at 3:30pm,8,
woke up muddled,8,
Woke energetic,8,
woke up with headache,8,
woke at 3,8,
awoke reacting,8,
woke somewhat refreshed,8,
woke up exhausted,8,
music,9,
Computer,9,
filmed,9,
Gave speech,9,
video games,9,
gaming,9,
singing,9,
Rehearsal,9,
aftereffects,9,
cardinals game,9,
headphones,9,
reading,9,
Fun reading,9,
rehearsals,9,
audition,9,
Singing lesson,9,
7 hour choir rehearsal,9,
games with friends,9,
played games,9,
watched tv,9,
Played derby,9,
Watched videos,9,
Watched anime,9,
Watched a movie,9,
Played poker,9,
Downloaded music,9,
Dance audition,9,
movies,9,
Dance class,9,
watched movies,9,
loud,9,
game proxy,9,
played video games,9,
Recent gaming,9,
movie,9,
playing cards,9,
cartoons,9,
Missed dance,9,
mind clutter,9,
Piano,9,
Loud place,9,
watched swimming,9,
watched concert,9,
played a sport,9,
Board games,9,
computer games,9,
Played games with pix,9,
computer art,9,
skipped rehearsal,9,
choir concert,9,
went to baseball game,9,
played magic,9,
Mets game,9,
tarot reading,9,
tabletop gaming,9,
speech quiet,9,
played game,9,
played piano,9,
piano playing,9,
watched movie,9,
watched tv & rested,9,
watched youtube,9,
game,9,
listened to music,9,
watched comedy,9,
voice chat,9,
skipped choir,9,
watching tv,9,
play rehearsal,9,
watched a great NZ movie,9,
computer game,9,
play reading,9,
played computer,9,
non-verbal,9,
board game,9,
played wow,9,
recorded video,9,
music and singing,9,
music practice,9,
long rehearsal,9,
watched shows,9,
Woods rehearsal,9,
choir dress rehearsal,9,
musical,9,
saw musical,9,
music version,9,
portrait session,9,
watching series,9,
relaxing watching tv,9,
played music,9,
lots of singing,9,
Loud noises,9,
watched a live play,9,
movie theatre,9,
played a game,9,
Streamed,9,
loud music,9,
sing,9,
choir or music / singing,9,
watched ski race,9,
awake all night,10,
smoked last night,10,
Alcohol previous night,10,
Rest,10,
hard waking up,10,
Excited about weekend,10,
energy and motivation in afternoon,10,
Good wake up,10,
night energy,10,
Just started Awakening Level 3,10,
ate late last night,10,
stayed up late,10,
ate HORRIBLY over the weekend,10,
party previous night,10,
drank last night,10,
no sleep last night,10,
Shake wake up,10,
dark stools,10,
sleep till late,10,
lots of napping,10,
no nap,10,
long school event @ night,10,
Felt rested in the morning,10,
Bible study night,10,
Daylight savings start,10,
phone at night,10,
alert but argumentative in morning,10,
early wake-up,10,
had sex last night,10,
no eye shield last night,10,
late night last night,10,
daily show marathon,10,
Sunday 9:30 stream,10,
late night,10,
no food until well after noon,10,
had a 21 hour sleep last night,10,
had a 16 hour sleep last night,10,
had an 18 hour sleep last night,10,
long day yesterday and then a long sleep,10,
very active evening,10,
V stayed the night,10,
night train,10,
stayed up to late last night,10,
early night,10,
evening pills 2-3 hours late,10,
date night,10,
up til dawn,10,
super tired from last night,10,
Exercise last night,10,
at wake,10,
Discouraged by persistence of late afternoon fatigue,10,
Very late night,10,
awake early,10,
down stairs in the afternoon,10,
in bed dark quiet room all day,10,
didnt sleep until 6am,10,
Bed after midnight,10,
took a nap,10,
day time sleep medicated,10,
Overheating at night,10,
Very bad at night,10,
good afternoon at work,10,
took sleeping pill,10,
Girls night out,10,
Night time Anxiety thing,10,
had to nap,10,
awake during the night,10,
Very tired in the morning,10,
Lay in bed in afternoon,10,
Had a few drinks at night,10,
Had lots of sex last night,10,
High anxiety at night,10,
Awake and alert,10,
took sleeping pill last night,10,
Up all night,10,
wake up 1pm,10,
2pm wake,10,
wake 10am,10,
full moon,10,
insanity in morning,10,
Muscle relaxer last night,10,
good morning poo,10,
IEP in pm,10,
fell asleep twice during day,10,
Wake up early,10,
Breakdown last night,10,
Toss and turn night,10,
Uni in morning,10,
Chill time,10,
Bad Adam night,10,
Hard Adam night,10,
night shift,10,
Drowsy due to taking cocodamol last night to sleep,10,
worse when waking up,10,
Worse at night,10,
worse in morning,10,
went to sleep late,10,
Night gas,10,
had green drink last night,10,
Rough night,10,
Sad at Night,10,
active at night,10,
Fell asleep early last night,10,
Hard start to the morning,10,
Asthma attack last night,10,
sex last night,10,
migraine in evening,10,
woke up in the middle of the night,10,
alcohol last night,10,
late caffeine,10,
gas at night,10,
anxiety at night,10,
awake until 3am,10,
storms last night,10,
migraine in morning,10,
photography in morning,10,
awake until 5am,10,
Had a nap,10,
out last night,10,
great night,10,
bit of a cough starting last night,10,
woke up in middle of the night,10,
bed late,10,
up all night sick,10,
early bed,10,
caffeine late,10,
difficult wake up,10,
worked night shift,10,
waking up a lot,10,
Arms fell asleep at night,10,
stool softener night before,10,
sweating first thing in the morning,10,
can't wake up,10,
benadryl to sleep last night,10,
Early morning check in,10,
long workday,10,
Game night,10,
up late last night,10,
lost motivation midday,10,
quiet time,10,
first thing in morning,10,
also had about 19 hrs sleep last night,10,
up in night,10,
panic attack last night,10,
quiet brain,10,
asleep after 11pm last night,10,
woken by child in night,10,
Braced night before,10,
nauseas all night,10,
Migraine last night,10,
Early wake up,10,
brain fog in evening,10,
wore pad to bed night before,10,
worked last night,10,
head bad in morning,10,
late night binging,10,
didnt sleep well last night,10,
girls movie night,10,
yoga last night,10,
out for girls night,10,
cards night,10,
mid afternoon pain spike,10,
hard time waking up,10,
numb after sleeping,10,
awake in the night,10,
nap in the afternoon,10,
last night in this house,10,
napped after work,10,
spent time with cats,10,
medication to sleep last night,10,
alcohol the night before,10,
Nice moment in morning sun,10,
decent energy late afternoon,10,
good energy late afternoon,10,
difficult waking up,10,
nap in bed,10,
tired. pt this morning,10,
late bedtime - 0:30,10,
late bedtime - 0.00,10,
awake in middle of night,10,
Afternoon in with son,10,
danced last night,10,
in bed before midnight,10,
Long sleep last night,10,
morning was fine,10,
late night gaming,10,
stormy wet night,10,
daylight savings ended,10,
stayed up late last night,10,
late nights,10,
Girls night,10,
bed rest,10,
holiday at BP,10,
late nap,10,
Play Night,10,
1763 Night,10,
Too few hours of sleep,10,
spent the afternoon in town,10,
morning scripture study,10,
took a fall this morning,10,
first ate at 5pm,10,
very active morning,10,
Dizzy at night,10,
drug free night,10,
night sweat,10,
opening night,10,
took long nap,10,
night time copd trying to flare,10,
bed at 11:15 pm,10,
Worse in the evening,10,
late last night,10,
woke up an hour before my alarm and couldnt fall asleep,10,
discharge,10,
Took pills late,10,
very early wake up,10,
fun night with B,10,
woke up in pain in night,10,
Beginnings of migraine this evening,10,
Rough night sleeping - stomach upset,10,
Migraine started late last night - still have it this evening,10,
cloudy day no rain - migraine spent rest of day in the dark,10,
no sleep last night - six years ago today husband died,10,
awake most of night,10,
didnt sleep at night,10,
had to wake early,10,
less sleep last night,10,
up all night upset,10,
up all of last night,10,
up very late last night,10,
had alcohol and coke last night,10,
missed regular meal time,10,
no morning erection,10,
woke up with pain not present last night,10,
up late night before,10,
sick in the night,10,
Art Night,10,
inability to nap,10,
recovery day from sleep study,10,
recovered from social game night,10,
late to bed last night,10,
awake 2 hours in middle of night,10,
didnt sleep the night before,10,
Had no sleep last night.,10,
wake 6:45,10,
Medieval Times,10,
extra painkillers for late night,10,
thin in morning,10,
hungry in middle of the night,10,
wine night before,10,
valium night before,10,
woke more than usual during night,10,
tired by 7 pm,10,
very active afternoon,10,
stayed late at work,10,
walked the dog,11,
walked,11,
walked 2 miles,11,
sitting,11,
hard to walk,11,
walking,11,
walked dog,11,
swam,11,
lots of walking,11,
long walk,11,
no walk,11,
little walking,11,
moving,11,
climbed stairs,11,
short walk,11,
walked with cane,11,
walked dogs,11,
wellness walk,11,
walked around block,11,
heavy lifting,11,
went swimming,11,
lots of stairs,11,
Physically Spent,11,
Took walk,11,
Walked with a cane,11,
sat outside,11,
Walked the Dogs,11,
walked with crutches a little,11,
down stairs today,11,
walking around at home,11,
down stairs in evening,11,
unsupported,11,
dog walk,11,
Walked to the shopping center,11,
Walked 4km,11,
Crutches,11,
flight,11,
New Chair,11,
Walking issue,11,
throwing up,11,
walking dog,11,
Walked In Heat,11,
Sat at computer,11,
Walked 1 mile,11,
Walked cat,11,
Walking wasnt easy,11,
Too many stairs,11,
Walked lots,11,
sat at desk,11,
walked to work,11,
Walking dead,11,
dog walking,11,
walk,11,
walked Jock,11,
Running,11,
difficulty climbing stairs,11,
Walked at lunch time,11,
Walked a lot,11,
Walking difficulty,11,
walked to shop,11,
trouble walking,11,
walked on campus,11,
Walked around,11,
walked 300 m,11,
painful walk,11,
Medium walk,11,
walking a lot,11,
2 mile walk,11,
Field Walk,11,
chair work,11,
walk 2mi,11,
walk in new boots,11,
2mi walk,11,
walk in boots all day,11,
2 walks,11,
walk to lake,11,
can barely walk,11,
LOTS OF SITTING,11,
sitting on bed,11,
excessive sitting,11,
sitting on floor,11,
electric wheelchair,11,
help walking,11,
chair cardio,11,
swim practice,11,
Sitting resting,11,
sat at kitchen table,11,
swim class,11,
sitting mostly,11,
couch,11,
computer chair,11,
car ride and dinner sitting,11,
A lot of Stairs,11,
cant walk,11,
can't walk,11,
walked great wolf lodge,11,
45min beach dog walk,11,
1hr dog walk to beach,11,
45min dog walk,11,
15min beach walk,11,
local walk,11,
needed wheelchair,11,
sit ups,11,
walked 1/2 mile,11,
long ride,11,
walked in garden,11,
walker,11,
walked with crutches,11,
sat in wheelchair,11,
sat around,11,
walked horses,11,
walked up mount,11,
exhausted when walking,11,
not walking,11,
walked more than 100 yards,11,
walk the dog,11,
difficulty moving,11,
sat on sofa,11,
short walk with difficulty,11,
Wheelchair Walk,11,
Pokemon walk,11,
walked a bit,11,
sitting for awhile,11,
2.5 hour lift ride,11,
extra stairs,11,
sat upright,11,
walked to class,11,
running outdoors,11,
lots of walking and lifting,11,
Went climbing,11,
Woods Walk,11,
walk to shop,11,
walked miles,11,
standing on feet lots,11,
Moved computer,11,
walked 4 miles w/ lydia,11,
stair trouble,11,
went for bike ride,11,
did stairs,11,
walked in woods,11,
walking 1h with walking stick,11,
Walked alot,11,
walking stick,11,
no swim,11,
Walked - 1 mile,11,
Walked - 1.5 miles,11,
Walked - 2 miles,11,
took a walk,11,
walked treadmill,11,
Used wheelchair,11,
walked 2.5 miles,11,
walked to uni,11,
Prolonged Standing,11,
puppy sat,11,
walked 2 dogs,11,
walked up hill,11,
sat on floor,11,
difficulty walking,11,
less walking,11,
Shower sitting down,11,
board walk,11,
trouble walking on stairs,11,
extra bus leg,11,
long sitting,11,
long standing,11,
walked to coffee shop,11,
sitting on train,11,
alternate sitting and standing,11,
walked Rufus,11,
school,12,
doctors,12,
School Volunteer,12,
college,12,
counselling,12,
paperwork,12,
visitor,12,
visitors,12,
team outing,12,
public transportation,12,
Psychotherapy,12,
priorities,12,
patient advocacy,12,
missed obligations,12,
easter church service,12,
Vets,12,
Meeting,12,
organised,12,
Audit,12,
Neurology apt,12,
need allotment,12,
Jury duty,12,
college tour,12,
craft supplies,12,
Teaching,12,
Proactive,12,
Decisions,12,
Admin meeting,12,
planning,12,
deadlines,12,
visiting teachers,12,
all meetings,12,
ward choir,12,
hall meeting,12,
attended church,12,
graduation,12,
teaching committee,12,
urgent care,12,
leaders meeting,12,
counseling,12,
public access,12,
opticians,12,
choir practice,12,
team meeting,12,
wedding planning,12,
practice,12,
official meeting,12,
chiropractic,12,
budget meeting,12,
staff party,12,
paid bills,12,
meetings,12,
practising,12,
manager,12,
business planning,12,
friends visiting,12,
Volunteering,12,
Attended meetings,12,
organised scheduling,12,
attended party,12,
scheduling meeting,12,
national trust visit,12,
Encouraged,12,
court,12,
agency,12,
healthcare assessment,12,
office party,12,
nursing school paperwork,12,
church meeting,12,
Community Service,12,
attended a workshop,12,
personal trainer,12,
Triadic Supervision,12,
pet care,12,
video support meetings,12,
college advising,12,
new psychologist,12,
service,12,
3 meetings,12,
board meeting,12,
school exams,12,
private Bible study,12,
pharmacy,12,
clients,12,
company,12,
health research day,12,
fundraising event,12,
eye doctors,12,
home health delivery,12,
vascular consultant,12,
banana,13,
spinach,13,
ate rice,13,
ate potato,13,
cereal,13,
pear,13,
cabbage and potato curry,13,
melon,13,
chickpea and rice soup,13,
cauliflower,13,
avocado,13,
sweet potato,13,
lettuce,13,
tomato,13,
ate wheat,13,
pineapple,13,
watermelon,13,
rice noodles,13,
beans,13,
rice crackers,13,
apple,13,
Ate manioc flour,13,
Wheat,13,
corn,13,
cauliflower and potato curry,13,
beans and baked potato,13,
oats,13,
rice,13,
tomato sauce,13,
potato curries,13,
grains,13,
olive bread,13,
potato,13,
Picked sweet potato,13,
sprouted wheat toast,13,
ate rice cereal,13,
rice cereal,13,
legumes,13,
oat bran,13,
Confronted a coworker,14,
exhausted,14,
kit gone,14,
hiding in my room,14,
better after sitting in the AM,14,
saw a friend,14,
clear headed,14,
skipped ADD meds,14,
hard to think,14,
not forgetful,14,
bad pump site,14,
time with husband,14,
jeff gone,14,
forgot one dose of meds,14,
It was a bad idea,14,
fuck this disease,14,
tough half marathon,14,
can't focus,14,
Needed help to make dinner,14,
Felt better after walk,14,
called the doctor,14,
crazy day with the dog,14,
Got up easily,14,
hand and face physio only,14,
no hand physio,14,
only hand physio,14,
Good AM GI,14,
gossip by others,14,
better than yesterday,14,
Want to work,14,
lots of thinking,14,
oh and i had a nap,14,
a bit better after my crash from the shower,14,
must be sleeping on it funny,14,
big argument with claire,14,
so waiting for that to happen,14,
missed the check in yesterday,14,
it was a pretty bad day,14,
crashing properly now,14,
i HAVE to take it more easily tomorrow,14,
sorry a 20 hr sleep haha,14,
a bit better off for it i think,14,
a lot of muscle pain from washing my feet yesterday,14,
and a bit of stomach pain just from things being slow,14,
but hopefully it won't take long for it to crash,14,
Lots of carbs,14,
painting class,14,
took all meds,14,
went through old books with mom,14,
bit hard to tell though,14,
hopefully a long sleep tonight will end it anyway,14,
meds as normal app wont remember them,14,
got a new mouse,14,
will hopefully fix my elbow problem,14,
still think it was muscular,14,
kinda dying now,14,
my energy and adrenaline have been weird today,14,
kind of dying from yesterday,14,
also i had a shower yesterday,14,
cut half my nails today,14,
will try for a bath tomorrow,14,
which is awesome,14,
don't want to jump to hasty conclusions,14,
i think it was a crash from going to the er,14,
don't know where that came from,14,
and posted my blog post on fb,14,
wow what a bad day,14,
found out my leave of absence got rejected,14,
stressed out about The Conversation with Claire tomorrow,14,
not sure what my crash is doing,14,
i seem weirdly okay,14,
which probably means it will all blow up in my face soon,14,
mostly to talk about their opinions on the bathroom thing,14,
nothing much happened today,14,
so i kinda died,14,
but recovered okay,14,
the stats don't seem so bad,14,
not as bad as last month though i don't think,14,
but i got it back in fine,14,
washed my face and exfoliated,14,
then played mastermind and watched a movie with mum and dad,14,
on my feet a lot,14,
too many things this week,14,
very hard to do anything today,14,
need pt today,14,
day got a bit better but had lots of bad,14,
self-harmed a lot,14,
forgot to enter,14,
spoke to Adam,14,
friend came over,14,
no cripple cart,14,
Saw John,14,
Can't stop sleeping,14,
Crying for no reason,14,
Unable to process anything,14,
small fight with mother,14,
disassociated a lot at psych,14,
lewis came over upset,14,
a bit better than yesterday,14,
couldnt get dressed or leave room,14,
didnt get dressed all day,14,
lots of hard work,14,
got a new ergonomic chair for work,14,
Getting life in gear,14,
i don't even know,14,
urgent feeling w/ no production,14,
Theo not with me,14,
Decorated my room,14,
body felt heavy,14,
I feel like a burden,14,
I am a garbage human,14,
I feel unlovable,14,
I have no friends,14,
I really am alone,14,
Argued with my brother,14,
Really down,14,
Yelled at siblings,14,
Spilled a soda all over the car and myself,14,
Disappointed in the world,14,
I feel lifeless,14,
I don't want to do anything,14,
Put speakers in my room,14,
I miss him but i fucked up,14,
I miss her but i fucked up,14,
Saw a cute boy,14,
Thought about romance,14,
A lot of ash got on me,14,
Peeing a lot,14,
At a wedding,14,
disinterest in old fun activities,14,
can't relax,14,
kid free time,14,
Waited too long before taking meds,14,
Called in sick,14,
experiment ok but frustrating,14,
getting used to carers,14,
feel sick in light,14,
Fisher went to work with me,14,
lots going on,14,
lots of people,14,
want to go on plane alone,14,
communicating hard,14,
dont want to move much,14,
Fighting with people,14,
Hoping headaches will resolve soon,14,
Having my period,14,
Fought with SO,14,
unable to accomplish anything,14,
bit grumpy,14,
Saw GP,14,
Woke up for no reason at 3 am,14,
Feel improvement in clarity,14,
got picture taken,14,
argument with dad,14,
Went to see best friend,14,
Cant collect my thoughts at all,14,
argued with mom,14,
A lot of difficulty concentrating,14,
gamer stuff at work,14,
Going to a party,14,
mystery privates,14,
need for solitude,14,
Friends not communicating well,14,
Cat using up my cope,14,
Hopeful overall,14,
Had to pee a lot,14,
Pleased with Dr. feedback,14,
Did lots of stuff,14,
Pleased with GI,14,
It was raining,14,
Have been on my period,14,
Drove a lot,14,
people over,14,
got new diagnosis,14,
intense talk about the future,14,
Cat stepped on me,14,
Whatever,14,
Dropped the class i hate,14,
dog kept waking me up,14,
indecisive dummy,14,
i actually feel great,14,
and i might love Miles,14,
and my gender is girl,14,
and i don't know what to do,14,
sat a lot,14,
I don't remember what I did yesterday,14,
wanted to self injure,14,
Woke up feeling like I got hit by a bus,14,
Don't want to be late,14,
Down a lot,14,
Want to be done,14,
Could watch some tv and do light travel,14,
A little numb,14,
Played Pokemon Go,14,
friend over,14,
going on leave soon,14,
got my lab results back,14,
I woke up like this,14,
Planned a thing,14,
Balance woe,14,
Yelled at by driver - made me cry,14,
Happy in part,14,
bones/joints hurt upon waking,14,
wow what a surprise,14,
no money,14,
tried to write,14,
today was shit,14,
over doing,14,
No thyroid meds,14,
High GI yesterday,14,
went to Doctor,14,
